"seqnames","start","end","width","strand","peak_id","log2FoldChange","padj","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr12",118033283,118034341,1059,"*","chr12_118033283_118034341",-1.11599795286882,0.0201703714574802,"3' UTR",12,118026890,118033130,6241,1,"5985","ENST00000543153.1",6393,"ENSG00000111445","RFC5","replication factor C subunit 5"
"chr12",119594250,119595458,1209,"*","chr12_119594250_119595458",-1.70968814036492,0.00529189337637709,"Promoter (<=1kb)",12,119387987,119594548,206562,2,"105370027","ENST00000815431.1",0,"ENSG00000248636","PRKAB1-AS1","PRKAB1, TMEM233 and CCDC60 antisense RNA 1"
"chr12",119612623,119613961,1339,"*","chr12_119612623_119613961",-1.31731738302232,0.000839738573468812,"Intron (ENST00000426426.3/387890, intron 1 of 2)",12,119387987,119595330,207344,2,"105370027","ENST00000815429.1",-17293,"ENSG00000248636","PRKAB1-AS1","PRKAB1, TMEM233 and CCDC60 antisense RNA 1"
"chr12",120139819,120140394,576,"*","chr12_120139819_120140394",1.49541156538637,0.000785355927717203,"Promoter (<=1kb)",12,120138016,120138938,923,2,"10985","ENST00000547263.1",-881,"ENSG00000089154","GCN1","GCN1 activator of EIF2AK4"
"chr12",120142115,120142712,598,"*","chr12_120142115_120142712",1.98017700461911,7.02495464953899e-06,"Exon (ENST00000300648.7/10985, exon 44 of 58)",12,120138016,120138938,923,2,"10985","ENST00000547263.1",-3177,"ENSG00000089154","GCN1","GCN1 activator of EIF2AK4"
"chr12",120167245,120169018,1774,"*","chr12_120167245_120169018",-1.32039280822036,0.00306527435692306,"Promoter (<=1kb)",12,120164671,120168414,3744,2,"10985","ENST00000551549.1",0,"ENSG00000089154","GCN1","GCN1 activator of EIF2AK4"
"chr12",120640031,120641793,1763,"*","chr12_120640031_120641793",-1.28787331247262,0.00139594395622676,"Promoter (<=1kb)",12,120628830,120640543,11714,2,"101928300","ENST00000667391.2",0,"ENSG00000256008","CABP1-DT","CABP1 divergent transcript"
"chr12",120677580,120679002,1423,"*","chr12_120677580_120679002",-1.46502636697886,0.000199734725778959,"Intron (ENST00000765072.1/105370029, intron 3 of 3)",12,120669616,120686932,17317,2,"105370029","ENST00000765072.1",7930,NA,"LOC105370029","uncharacterized LOC105370029"
"chr12",120684371,120684886,516,"*","chr12_120684371_120684886",-1.45621873492551,0.00262369952177099,"Promoter (2-3kb)",12,120669616,120686932,17317,2,"105370029","ENST00000765072.1",2046,NA,"LOC105370029","uncharacterized LOC105370029"
"chr12",120962531,120963211,681,"*","chr12_120962531_120963211",-1.10109470318853,0.0151159361488992,"Exon (ENST00000647473.1/ENST00000647473.1, exon 5 of 5)",12,120969838,120972292,2455,2,"283460","ENST00000539163.1",9081,"ENSG00000241388","HNF1A-AS1","HNF1A antisense RNA 1"
"chr12",121033673,121034616,944,"*","chr12_121033673_121034616",-1.9779828960531,0.000961567251641675,"Promoter (1-2kb)",12,121020357,121032642,12286,2,"8638","ENST00000680750.1",-1031,"ENSG00000135114","OASL","2'-5'-oligoadenylate synthetase like"
"chr12",121132536,121133638,1103,"*","chr12_121132536_121133638",-1.19350601241242,0.000950696417130462,"Promoter (<=1kb)",12,121132819,121185081,52263,1,"5027","ENST00000537312.5",0,"ENSG00000089041","P2RX7","purinergic receptor P2X 7"
"chr12",121145171,121145878,708,"*","chr12_121145171_121145878",-1.38555859280519,0.0195775380059728,"Intron (ENST00000537312.5/5027, intron 1 of 10)",12,121132971,121184802,51832,1,"5027","ENST00000541716.5",12200,"ENSG00000089041","P2RX7","purinergic receptor P2X 7"
"chr12",121170559,121171579,1021,"*","chr12_121170559_121171579",-1.29556455372433,0.00994771648992154,"Intron (ENST00000537312.5/5027, intron 7 of 10)",12,121162200,121203815,41616,2,"105370032","ENST00000733276.1",32236,"ENSG00000295862","LOC105370032","uncharacterized LOC105370032"
"chr12",121590064,121591218,1155,"*","chr12_121590064_121591218",-1.05485914923872,0.00313730767118202,"Exon (ENST00000786362.1/101928346, exon 2 of 5)",12,121429096,121582279,153184,2,"84678","ENST00000717756.1",-7785,"ENSG00000089094","KDM2B","lysine demethylase 2B"
"chr12",121990869,121991679,811,"*","chr12_121990869_121991679",1.33936514095413,0.000874437189588476,"Intron (ENST00000288912.9/144406, intron 19 of 21)",12,121996886,122003807,6922,1,"144406","ENST00000428465.2",-5207,"ENSG00000158023","CFAP251","cilia and flagella associated protein 251"
"chr12",122215377,122216313,937,"*","chr12_122215377_122216313",-1.09107716663415,0.0246680413318922,"Promoter (1-2kb)",12,122207804,122217789,9986,2,"56616","ENST00000489781.3",1476,"ENSG00000184047","DIABLO","diablo IAP-binding mitochondrial protein"
"chr12",122491873,122492468,596,"*","chr12_122491873_122492468",1.32396142272731,0.00922565621984078,"Exon (ENST00000516383.1/ENST00000516383.1, exon 1 of 1)",12,122472870,122499325,26456,2,"55596","ENST00000536306.5",6857,"ENSG00000033030","ZCCHC8","zinc finger CCHC-type containing 8"
"chr12",122918807,122919443,637,"*","chr12_122918807_122919443",1.36086376991011,0.00191549304229664,"Distal Intergenic",12,122867154,122896127,28974,2,"79720","ENST00000535765.5",-22680,"ENSG00000139722","VPS37B","VPS37B subunit of ESCRT-I"
"chr12",123061380,123061927,548,"*","chr12_123061380_123061927",-1.72693826609155,0.00507744975000507,"Intron (ENST00000280562.9/57605, intron 1 of 24)",12,123034545,123076095,41551,2,"57605","ENST00000541244.1",14168,"ENSG00000090975","PITPNM2","phosphatidylinositol transfer protein membrane associated 2"
"chr12",123085654,123086211,558,"*","chr12_123085654_123086211",-1.54381007791585,0.00760975801629347,"Promoter (2-3kb)",12,123082790,123084129,1340,1,"100507091","ENST00000537292.1",2864,"ENSG00000251497","PITPNM2-AS1","PITPNM2 antisense RNA 1"
"chr12",123271622,123272401,780,"*","chr12_123271622_123272401",-1.43432082928265,0.00459258831780122,"Promoter (<=1kb)",12,123260976,123271856,10881,2,"8099","ENST00000261692.7",0,"ENSG00000111328","CDK2AP1","cyclin dependent kinase 2 associated protein 1"
"chr12",123828525,123830418,1894,"*","chr12_123828525_123830418",-2.47567121964609,0.00121900791527881,"Intron (ENST00000409039.8/196385, intron 24 of 77)",12,123835439,123882237,46799,1,"196385","ENST00000497783.3",-5021,"ENSG00000197653","DNAH10","dynein axonemal heavy chain 10"
"chr12",124073446,124074127,682,"*","chr12_124073446_124074127",-1.40918461925643,0.0272195124642335,"Intron (ENST00000618862.2/144348, intron 3 of 3)",12,123997706,124011824,14119,1,"144348","ENST00000539501.1",75740,"ENSG00000179195","ZNF664","zinc finger protein 664"
"chr12",124236606,124237208,603,"*","chr12_124236606_124237208",1.45969403505662,1.44031247973974e-08,"Intron (ENST00000389727.8/100533183, intron 3 of 4)",12,124289164,124316022,26859,1,"144347","ENST00000324038.6",-51956,"ENSG00000178882","RFLNA","refilin A"
"chr12",124273535,124274107,573,"*","chr12_124273535_124274107",-1.32305907940924,0.00110974153524107,"Intron (ENST00000389727.8/100533183, intron 3 of 4)",12,124289164,124316022,26859,1,"144347","ENST00000324038.6",-15057,"ENSG00000178882","RFLNA","refilin A"
"chr12",124320765,124322542,1778,"*","chr12_124320765_124322542",1.05389161650874,1.46072919932953e-06,"Distal Intergenic",12,124325420,124327585,2166,2,"9612","ENST00000413172.1",5043,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124500361,124501079,719,"*","chr12_124500361_124501079",1.41434587479559,0.015998355905508,"Intron (ENST00000404621.5/9612, intron 1 of 46)",12,124513222,124514813,1592,1,"105370047","ENST00000543970.1",-12143,"ENSG00000214650","LOC105370047","uncharacterized LOC105370047"
"chr12",124591720,124592518,799,"*","chr12_124591720_124592518",-1.09523433929861,0.0235133856563144,"Exon (ENST00000719314.1/ENST00000719314.1, exon 2 of 4)",12,124605023,124607602,2580,2,"101927436","ENST00000767265.1",15084,NA,"LOC101927436","uncharacterized LOC101927436"
"chr12",124694764,124695303,540,"*","chr12_124694764_124695303",-1.14347094917379,0.0168921225071303,"Distal Intergenic",12,124605018,124683301,78284,2,"101927436","ENST00000767262.1",-11463,NA,"LOC101927436","uncharacterized LOC101927436"
"chr12",124764331,124765940,1610,"*","chr12_124764331_124765940",1.37671409558057,4.04143967510777e-08,"Distal Intergenic",12,124777873,124786493,8621,2,"949","ENST00000545305.1",20553,"ENSG00000073060","SCARB1","scavenger receptor class B member 1"
"chr12",125185418,125186759,1342,"*","chr12_125185418_125186759",-1.15840123425985,0.00081831758277131,"Promoter (<=1kb)",12,125186386,125662369,475984,1,"114795","ENST00000682704.1",0,"ENSG00000139364","TMEM132B","transmembrane protein 132B"
"chr12",125193722,125194602,881,"*","chr12_125193722_125194602",-1.9414409887476,0.000124642014086882,"Exon (ENST00000729858.1/ENST00000729858.1, exon 2 of 2)",12,125186386,125662369,475984,1,"114795","ENST00000682704.1",7336,"ENSG00000139364","TMEM132B","transmembrane protein 132B"
"chr12",125220256,125221370,1115,"*","chr12_125220256_125221370",-2.42227061398545,3.34378055136004e-07,"Intron (ENST00000682704.1/114795, intron 1 of 8)",12,125186386,125662369,475984,1,"114795","ENST00000682704.1",33870,"ENSG00000139364","TMEM132B","transmembrane protein 132B"
"chr12",125340710,125341361,652,"*","chr12_125340710_125341361",-1.49136684676043,0.0110081819682146,"Intron (ENST00000682704.1/114795, intron 1 of 8)",12,125349452,125588411,238960,1,"114795","ENST00000534945.2",-8091,"ENSG00000139364","TMEM132B","transmembrane protein 132B"
"chr12",127273381,127274060,680,"*","chr12_127273381_127274060",-1.51698517710494,0.00194232085382388,"Intron (ENST00000759313.1/105370065, intron 3 of 3)",12,127274467,127284283,9817,2,"105370065","ENST00000536330.1",10223,NA,"LINC02376","long intergenic non-protein coding RNA 2376"
"chr12",130965216,130966196,981,"*","chr12_130965216_130966196",-1.16590784094409,0.0403026978751835,"Promoter (<=1kb)",12,130966463,130973359,6897,1,"283383","ENST00000541937.2",-267,"ENSG00000111452","ADGRD1","adhesion G protein-coupled receptor D1"
"chr12",132003779,132004317,539,"*","chr12_132003779_132004317",1.37541885483743,5.41013410737169e-05,"Intron (ENST00000389561.7/57634, intron 12 of 52)",12,132028946,132051016,22071,1,"57634","ENST00000611841.1",-24629,"ENSG00000183495","EP400","E1A binding protein p400"
"chr13",20339000,20341326,2327,"*","chr13_20339000_20341326",-1.0554794843543,0.0304650792659762,"Distal Intergenic",13,20433778,20433846,69,2,"100616304","ENST00000584834.1",92520,"ENSG00000263978","MIR4499","microRNA 4499"
"chr13",21240564,21241096,533,"*","chr13_21240564_21241096",-1.25580694350016,0.00611489415581556,"Distal Intergenic",13,21232497,21235204,2708,1,"103689843","ENST00000739808.1",8067,NA,"LINC01046","long intergenic non-protein coding RNA 1046"
"chr13",21325670,21327073,1404,"*","chr13_21325670_21327073",-1.15752137028302,0.00881954015064505,"Promoter (<=1kb)",13,21326246,21332433,6188,1,"650794","ENST00000700721.2",0,"ENSG00000291046","MIPEPP3","mitochondrial intermediate peptidase pseudogene 3"
"chr13",21703709,21704345,637,"*","chr13_21703709_21704345",-1.67797218778517,0.0168542190788884,"3' UTR",13,21681113,21701832,20720,1,"2254","ENST00000478546.1",22596,"ENSG00000102678","FGF9","fibroblast growth factor 9"
"chr13",21749311,21749909,599,"*","chr13_21749311_21749909",1.18325702212705,0.000261439411154637,"Intron (ENST00000794083.1/ENST00000794083.1, intron 3 of 3)",13,21795032,21813710,18679,1,"124903132","ENST00000785196.1",-45123,"ENSG00000302249","LOC124903132","uncharacterized LOC124903132"
"chr13",21917007,21917826,820,"*","chr13_21917007_21917826",-1.77828993972968,0.000196792601795137,"Distal Intergenic",13,21872764,21878262,5499,2,"100874182","ENST00000413124.4",-38745,"ENSG00000226722","LINC00424","long intergenic non-protein coding RNA 424"
"chr13",22235337,22236072,736,"*","chr13_22235337_22236072",-1.44025012001958,0.0036788866983187,"Intron (ENST00000721755.1/100506622, intron 2 of 2)",13,22210326,22276526,66201,1,"100506622","ENST00000658741.1",25011,"ENSG00000276476","LINC00540","long intergenic non-protein coding RNA 540"
"chr13",22979853,22980423,571,"*","chr13_22979853_22980423",-1.84556283153024,0.000996849669574882,"Promoter (<=1kb)",13,22975862,22979644,3783,2,"105370111","ENST00000769428.1",-209,NA,"LOC105370111","uncharacterized LOC105370111"
"chr13",23440542,23441698,1157,"*","chr13_23440542_23441698",-2.26190973311327,2.65488496770818e-05,"Distal Intergenic",13,23409390,23433763,24374,2,"26278","ENST00000683638.1",-6779,"ENSG00000151835","SACS","sacsin molecular chaperone"
"chr13",23643606,23645027,1422,"*","chr13_23643606_23645027",1.21625156217101,0.00194109279408361,"Intron (ENST00000403372.6/55504, intron 3 of 7)",13,23579380,23676093,96714,1,"55504","ENST00000382263.3",64226,"ENSG00000127863","TNFRSF19","TNF receptor superfamily member 19"
"chr13",23750357,23751633,1277,"*","chr13_23750357_23751633",-1.01309540835004,0.00299447829653151,"Intron (ENST00000464194.3/4285, intron 1 of 1)",13,23730189,23756830,26642,2,"4285","ENST00000464194.3",5197,"ENSG00000027001","MIPEP","mitochondrial intermediate peptidase"
"chr13",23986525,23987100,576,"*","chr13_23986525_23987100",1.00529534109186,0.00299225901545221,"Intron (ENST00000382141.4/221178, intron 2 of 15)",13,23979810,24035027,55218,1,"221178","ENST00000439928.2",6715,"ENSG00000182957","SPATA13","spermatogenesis associated 13"
"chr13",24203242,24204233,992,"*","chr13_24203242_24204233",1.06329975379319,0.0194234990799709,"Intron (ENST00000382141.4/221178, intron 3 of 15)",13,24224241,24249663,25423,1,"221178","ENST00000474317.1",-20008,"ENSG00000182957","SPATA13","spermatogenesis associated 13"
"chr13",24279402,24280219,818,"*","chr13_24279402_24280219",-2.52217995809775,9.04486639406384e-05,"Intron (ENST00000382141.4/221178, intron 5 of 15)",13,24272689,24278769,6081,1,"221178","ENST00000488060.1",6713,"ENSG00000182957","SPATA13","spermatogenesis associated 13"
"chr13",24664690,24665454,765,"*","chr13_24664690_24665454",1.06633162911081,1.38016087346255e-05,"Distal Intergenic",13,24680408,24712472,32065,1,"479","ENST00000381946.5",-14954,"ENSG00000075673","ATP12A","ATPase H+/K+ transporting non-gastric alpha2 subunit"
"chr13",25827991,25828532,542,"*","chr13_25827991_25828532",2.49311414024133,3.59370009628711e-08,"Promoter (<=1kb)",13,25827936,25842653,14718,1,"51761","ENST00000683461.1",55,"ENSG00000132932","ATP8A2","ATPase phospholipid transporting 8A2"
"chr13",26425337,26426502,1166,"*","chr13_26425337_26426502",1.12772390986276,0.00329668704136679,"Distal Intergenic",13,26400073,26405238,5166,1,"1024","ENST00000480323.1",25264,"ENSG00000132964","CDK8","cyclin dependent kinase 8"
"chr13",26584231,26585529,1299,"*","chr13_26584231_26585529",1.19650545235863,5.34677891316415e-06,"Intron (ENST00000335327.6/10810, intron 1 of 9)",13,26557706,26682710,125005,1,"10810","ENST00000671038.1",26525,"ENSG00000132970","WASF3","WASP family member 3"
"chr13",27201612,27202379,768,"*","chr13_27201612_27202379",-1.22019975114243,0.0114155506907076,"Exon (ENST00000840485.1/ENST00000840485.1, exon 3 of 7)",13,27212699,27220454,7756,1,"124903137","ENST00000840911.1",-10320,"ENSG00000309412","LOC124903137","uncharacterized LOC124903137"
"chr13",27296552,27297123,572,"*","chr13_27296552_27297123",-1.66522352996209,0.00124026825765158,"Distal Intergenic",13,27271586,27273400,1815,1,"387496","ENST00000480803.1",24966,"ENSG00000122035","RASL11A","RAS like family 11 member A"
"chr13",27503107,27504666,1560,"*","chr13_27503107_27504666",-1.84436325143379,0.00146307561605675,"Distal Intergenic",13,27437150,27450591,13442,2,"219402","ENST00000485650.5",-52516,"ENSG00000122033","MTIF3","mitochondrial translational initiation factor 3"
"chr13",27630987,27632086,1100,"*","chr13_27630987_27632086",-1.91990002894962,0.0020333575684431,"Intron (ENST00000627604.1/51082, intron 2 of 2)",13,27622159,27622910,752,1,"51082","ENST00000636618.1",8828,"ENSG00000186184","POLR1D","RNA polymerase I and III subunit D"
"chr13",27643727,27644772,1046,"*","chr13_27643727_27644772",1.42004227451792,0.00169546196069235,"Intron (ENST00000627604.1/51082, intron 2 of 2)",13,27648010,27666262,18253,1,"51082","ENST00000472179.2",-3238,"ENSG00000186184","POLR1D","RNA polymerase I and III subunit D"
"chr13",28012331,28013276,946,"*","chr13_28012331_28013276",-1.00775233485757,0.00141220505846048,"Promoter (1-2kb)",13,28003947,28014512,10566,2,"2322","ENST00000469894.1",1236,"ENSG00000122025","FLT3","fms related receptor tyrosine kinase 3"
"chr13",28394289,28394869,581,"*","chr13_28394289_28394869",-1.35288592341085,0.000336856400939642,"Intron (ENST00000282397.9/2321, intron 12 of 29)",13,28303144,28346289,43146,2,"2321","ENST00000706527.1",-48000,"ENSG00000102755","FLT1","fms related receptor tyrosine kinase 1"
"chr13",28609875,28610435,561,"*","chr13_28609875_28610435",1.35466307489699,0.00064467316781438,"Intron (ENST00000784430.1/ENST00000784430.1, intron 3 of 3)",13,28579452,28583459,4008,1,"105370135","ENST00000720416.1",30423,NA,"LOC105370135","uncharacterized LOC105370135"
"chr13",28750100,28751529,1430,"*","chr13_28750100_28751529",-1.33223483762686,0.0191660724664891,"Intron (ENST00000719829.1/ENST00000719829.1, intron 1 of 2)",13,28700717,28718970,18254,2,"283537","ENST00000380814.4",-31130,"ENSG00000139508","SLC46A3","solute carrier family 46 member 3"
"chr13",29465655,29466555,901,"*","chr13_29465655_29466555",1.10602763204946,0.00579601369420045,"Intron (ENST00000612955.6/23281, intron 9 of 15)",13,29483917,29485289,1373,2,"100874107","ENST00000626029.1",18734,NA,"MTUS2-AS1","MTUS2 antisense RNA 1"
"chr13",30107366,30107937,572,"*","chr13_30107366_30107937",-1.291209067004,0.00407485360066838,"Promoter (<=1kb)",13,30107599,30108875,1277,2,"100874146","ENST00000432770.1",938,"ENSG00000224511","LINC00365","long intergenic non-protein coding RNA 365"
"chr13",30222236,30222762,527,"*","chr13_30222236_30222762",-1.10484807243393,0.0146958584217952,"Intron (ENST00000380615.8/84056, intron 9 of 10)",13,30208725,30210664,1940,2,"84056","ENST00000480854.1",-11572,"ENSG00000102781","KATNAL1","katanin catalytic subunit A1 like 1"
"chr13",30464072,30465072,1001,"*","chr13_30464072_30465072",-1.04544303931824,0.00659507652651814,"Promoter (<=1kb)",13,30459850,30464310,4461,2,"3146","ENST00000339872.8",0,"ENSG00000189403","HMGB1","high mobility group box 1"
"chr13",30818974,30819927,954,"*","chr13_30818974_30819927",-2.56096049291811,0.00130620250011105,"Intron (ENST00000715721.1/100874158, intron 3 of 3)",13,30830732,30883395,52664,1,"440132","ENST00000799400.1",-10805,NA,"LINC00545","long intergenic non-protein coding RNA 545"
"chr13",30903975,30904876,902,"*","chr13_30903975_30904876",-1.99725408118107,4.22078271357734e-07,"Promoter (1-2kb)",13,30906271,30925572,19302,1,"84935","ENST00000380482.9",-1395,"ENSG00000102802","MEDAG","mesenteric estrogen dependent adipogenesis"
"chr13",31008417,31009611,1195,"*","chr13_31008417_31009611",-1.4496815312041,0.0261426867507383,"Intron (ENST00000799654.1/ENST00000799654.1, intron 1 of 2)",13,31022584,31046952,24369,1,"124903147","ENST00000799655.1",-12973,NA,"LOC124903147","uncharacterized LOC124903147"
"chr13",31204571,31205074,504,"*","chr13_31204571_31205074",-1.08684664651161,0.0242419114238571,"Intron (ENST00000343307.5/145173, intron 1 of 14)",13,31199975,31332276,132302,1,"145173","ENST00000343307.5",4596,"ENSG00000187676","B3GLCT","beta 3-glucosyltransferase"
"chr13",32007427,32007966,540,"*","chr13_32007427_32007966",-2.07770031831904,5.86425007957655e-05,"Intron (ENST00000645780.1/10129, intron 2 of 61)",13,32031300,32296610,265311,1,"10129","ENST00000642040.1",-23334,"ENSG00000073910","FRY","FRY microtubule binding protein"
"chr13",32033224,32034136,913,"*","chr13_32033224_32034136",1.17638138833081,0.0389627338603103,"Promoter (1-2kb)",13,32031774,32299125,267352,1,"10129","ENST00000542859.6",1450,"ENSG00000073910","FRY","FRY microtubule binding protein"
"chr13",32125067,32127003,1937,"*","chr13_32125067_32127003",1.89126794076054,0.00041106811655448,"Intron (ENST00000645780.1/10129, intron 8 of 61)",13,32060864,32117470,56607,1,"10129","ENST00000436046.1",64203,"ENSG00000073910","FRY","FRY microtubule binding protein"
"chr13",32211637,32212958,1322,"*","chr13_32211637_32212958",1.11719644827113,1.01640400406632e-07,"Exon (ENST00000645780.1/10129, exon 36 of 62)",13,32254148,32262466,8319,1,"10129","ENST00000641614.1",-41190,"ENSG00000073910","FRY","FRY microtubule binding protein"
"chr13",32224939,32225969,1031,"*","chr13_32224939_32225969",1.38760729639437,2.13978442234778e-05,"Exon (ENST00000645780.1/10129, exon 39 of 62)",13,32254148,32262466,8319,1,"10129","ENST00000641614.1",-28179,"ENSG00000073910","FRY","FRY microtubule binding protein"
"chr13",32427152,32429161,2010,"*","chr13_32427152_32429161",-1.01166175188799,0.0154326700738718,"Promoter (<=1kb)",13,32400723,32428130,27408,2,"90634","ENST00000380130.7",0,"ENSG00000139597","N4BP2L1","NEDD4 binding protein 2 like 1"
"chr13",32804567,32805149,583,"*","chr13_32804567_32805149",-1.02651869952607,0.042927733321861,"Distal Intergenic",13,32770190,32771079,890,1,"23047","ENST00000474274.1",34377,"ENSG00000083642","PDS5B","PDS5 cohesin associated factor B"
"chr13",33217941,33218508,568,"*","chr13_33217941_33218508",1.79805030169686,0.000240400540877716,"Intron (ENST00000628131.2/100874241, intron 2 of 5)",13,33103170,33206006,102837,2,"90627","ENST00000399365.7",-11935,"ENSG00000133121","STARD13","StAR related lipid transfer domain containing 13"
"chr13",33520065,33520607,543,"*","chr13_33520065_33520607",1.46122167385361,4.04398815055521e-06,"Exon (ENST00000730880.1/90627, exon 3 of 5)",13,33511330,33524322,12993,2,"90627","ENST00000437698.1",3715,"ENSG00000133121","STARD13","StAR related lipid transfer domain containing 13"
"chr13",33640766,33641309,544,"*","chr13_33640766_33641309",-1.37536038361589,0.0188292302411125,"Intron (ENST00000730873.1/90627, intron 1 of 3)",13,33610548,33611780,1233,1,"102723406","ENST00000731920.1",30218,NA,"LOC102723406","uncharacterized LOC102723406"
"chr13",35552194,35552989,796,"*","chr13_35552194_35552989",1.19898040488072,0.00226708387432196,"Promoter (1-2kb)",13,35550477,35672690,122214,1,"26960","ENST00000693547.1",1717,"ENSG00000172915","NBEA","neurobeachin"
"chr13",35838220,35838809,590,"*","chr13_35838220_35838809",1.13013542115512,0.0110074469769963,"Intron (ENST00000360631.8/9201, intron 7 of 16)",13,35771339,35855642,84304,2,"9201","ENST00000379893.5",16833,"ENSG00000133083","DCLK1","doublecortin like kinase 1"
"chr13",35988143,35988997,855,"*","chr13_35988143_35988997",-1.14182715243889,0.041251593184231,"Intron (ENST00000360631.8/9201, intron 3 of 16)",13,35858065,35902015,43951,1,"105370163","ENST00000818218.1",130078,NA,"LOC105370163","uncharacterized LOC105370163"
"chr13",36029038,36029568,531,"*","chr13_36029038_36029568",-1.05956834394676,0.0395795706657185,"Intron (ENST00000360631.8/9201, intron 3 of 16)",13,35771341,36131306,359966,2,"9201","ENST00000255448.8",101738,"ENSG00000133083","DCLK1","doublecortin like kinase 1"
"chr13",36685856,36686386,531,"*","chr13_36685856_36686386",-1.18218993382413,0.021501881825128,"Intron (ENST00000315190.4/400120, intron 1 of 1)",13,36674020,36697839,23820,1,"400120","ENST00000315190.4",11836,"ENSG00000180440","SERTM1","serine rich and transmembrane domain containing 1"
"chr13",36778026,36778804,779,"*","chr13_36778026_36778804",1.14580796575034,0.000725211685045453,"Intron (ENST00000772969.1/ENST00000772969.1, intron 2 of 3)",13,36752965,36789179,36215,2,"102723490","ENST00000773062.1",10375,NA,"LOC102723490","uncharacterized LOC102723490"
"chr13",36992302,36992904,603,"*","chr13_36992302_36992904",2.30765667862176,2.38525014892766e-07,"Promoter (2-3kb)",13,36963994,36995592,31599,2,"29880","ENST00000680127.1",2688,"ENSG00000120697","ALG5","ALG5 dolichyl-phosphate beta-glucosyltransferase"
"chr13",37313124,37313909,786,"*","chr13_37313124_37313909",1.07986845315696,0.034520675036849,"Exon (ENST00000827675.1/ENST00000827675.1, exon 2 of 2)",13,37307350,37490833,183484,1,"124903159","ENST00000827669.1",5774,"ENSG00000307651","LOC124903159","uncharacterized LOC124903159"
"chr13",37412172,37412737,566,"*","chr13_37412172_37412737",1.76995665450538,2.83427496285242e-05,"Intron (ENST00000827670.1/124903159, intron 2 of 2)",13,37481464,37484785,3322,2,"103695431","ENST00000414480.2",72048,"ENSG00000230390","LINC01048","long intergenic non-protein coding RNA 1048"
"chr13",37617084,37617653,570,"*","chr13_37617084_37617653",1.05118985790799,2.64083199651819e-05,"Intron (ENST00000744990.1/ENST00000744990.1, intron 1 of 5)",13,37562588,37598844,36257,2,"10631","ENST00000541481.5",-18240,"ENSG00000133110","POSTN","periostin"
"chr13",38417184,38418795,1612,"*","chr13_38417184_38418795",-1.76942611426826,6.73415060082892e-05,"Intron (ENST00000839548.1/ENST00000839548.1, intron 1 of 2)",13,38059484,38350284,290801,2,"100874188","ENST00000839424.1",-66900,"ENSG00000223685","LINC00571","long intergenic non-protein coding RNA 571"
"chr13",39484850,39485844,995,"*","chr13_39484850_39485844",1.17157600780779,0.0331114732467589,"Intron (ENST00000648377.1/105370168, intron 2 of 13)",13,39342892,39603193,260302,2,"10186","ENST00000379589.4",117349,"ENSG00000183722","LHFPL6","LHFPL tetraspan subfamily member 6"
"chr13",40058561,40059926,1366,"*","chr13_40058561_40059926",-1.25272111411724,0.017533831066677,"Intron (ENST00000837163.1/ENST00000837163.1, intron 1 of 3)",13,40063541,40064398,858,1,"105370171","ENST00000745549.1",-3615,"ENSG00000297110","LOC105370171","uncharacterized LOC105370171"
"chr13",40063288,40065248,1961,"*","chr13_40063288_40065248",-1.52730606214889,0.0021723990963843,"Promoter (<=1kb)",13,40063541,40064398,858,1,"105370171","ENST00000745549.1",0,"ENSG00000297110","LOC105370171","uncharacterized LOC105370171"
"chr13",40158129,40159195,1067,"*","chr13_40158129_40159195",-1.96984506881273,0.000272051518334768,"Intron (ENST00000615947.1/124903162, intron 2 of 3)",13,40097721,40168507,70787,2,"124903162","ENST00000726926.1",9312,NA,"LOC124903162","uncharacterized LOC124903162"
"chr13",40163599,40164671,1073,"*","chr13_40163599_40164671",-1.66552026728836,0.00028797370932884,"Exon (ENST00000727206.1/ENST00000727206.1, exon 1 of 2)",13,40097721,40168507,70787,2,"124903162","ENST00000726926.1",3836,NA,"LOC124903162","uncharacterized LOC124903162"
"chr13",40388574,40389772,1199,"*","chr13_40388574_40389772",-1.38580395363117,0.000486514368031938,"Intron (ENST00000636192.2/646982, intron 1 of 3)",13,40198074,40377261,179188,2,"646982","ENST00000638084.1",-11313,"ENSG00000215483","LINC00598","long intergenic non-protein coding RNA 598"
"chr13",40909725,40911074,1350,"*","chr13_40909725_40911074",1.24407592681915,0.00471160187751025,"Intron (ENST00000842307.1/100616668, intron 1 of 5)",13,40908159,40921656,13498,2,"283507","ENST00000604259.5",10582,"ENSG00000290476","SUGT1P3","SUGT1 pseudogene 3"
"chr13",41215922,41216678,757,"*","chr13_41215922_41216678",2.12178534295101,4.44150311540223e-08,"3' UTR",13,41216975,41226569,9595,2,"9617","ENST00000473492.1",9891,"ENSG00000120662","MTRF1","mitochondrial translation release factor 1"
"chr13",41407301,41408360,1060,"*","chr13_41407301_41408360",2.32675513846471,1.85143177182658e-07,"Distal Intergenic",13,41374475,41375812,1338,1,"79612","ENST00000469708.1",32826,"ENSG00000172766","NAA16","N-alpha-acetyltransferase 16, NatA auxiliary subunit"
